sample	group	view	value	combi	ntotal	ptotal
GSM1022678	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1022679	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1022680	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1022681	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1022682	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1022683	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415912	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415913	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415914	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415915	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415916	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415917	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415918	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415919	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415920	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM1415921	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103946	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103947	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103948	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103949	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103950	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103951	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103952	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103953	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103954	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM3103955	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260265	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260266	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260267	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260268	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260269	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260270	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260271	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260272	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260273	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260274	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260275	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4260276	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4735795	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4735797	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4735802	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4735803	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4735804	EoE	Archaea_Blood	FALSE	missing	N=78	D=64
GSM4735785	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM4735787	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM4735792	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM4735793	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM4735794	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282507	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282508	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282509	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282510	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282511	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282512	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282513	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282514	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282515	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282516	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282517	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282518	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282519	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282520	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282521	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282522	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282523	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282524	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282525	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282526	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282527	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282528	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282529	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282530	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282531	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282532	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282533	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282534	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282535	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM5282536	EoE	Archaea_Blood	TRUE	Archaea_Blood	N=78	D=64
GSM1022684	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM1022685	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM1022686	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM1022687	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM1022688	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM1022689	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM4735798	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM4735799	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM4735800	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM4735801	GERD	Archaea_Blood	FALSE	missing	N=14	D=64
GSM4735788	GERD	Archaea_Blood	TRUE	Archaea_Blood	N=14	D=64
GSM4735789	GERD	Archaea_Blood	TRUE	Archaea_Blood	N=14	D=64
GSM4735790	GERD	Archaea_Blood	TRUE	Archaea_Blood	N=14	D=64
GSM4735791	GERD	Archaea_Blood	TRUE	Archaea_Blood	N=14	D=64
GSM1022678	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1022679	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1022680	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1022681	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1022682	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1022683	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415912	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415913	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415914	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415915	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415916	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415917	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415918	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415919	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415920	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM1415921	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM3103946	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM3103947	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM3103948	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM3103949	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM3103950	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM3103951	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM3103952	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM3103953	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM3103954	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM3103955	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260265	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260266	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260267	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260268	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260269	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260270	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260271	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260272	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260273	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260274	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260275	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4260276	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4735795	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM4735797	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM4735802	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM4735803	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM4735804	EoE	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=78	D=2
GSM4735785	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4735787	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4735792	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4735793	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM4735794	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282507	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282508	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282509	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282510	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282511	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282512	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282513	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282514	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282515	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282516	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282517	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282518	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282519	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282520	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282521	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282522	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282523	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282524	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282525	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282526	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282527	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282528	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282529	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282530	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282531	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282532	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282533	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282534	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282535	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM5282536	EoE	Archaea_Esophagus	FALSE	missing	N=78	D=2
GSM1022684	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM1022685	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM1022686	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM1022687	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM1022688	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM1022689	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM4735798	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM4735799	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM4735800	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM4735801	GERD	Archaea_Esophagus	TRUE	Archaea_Esophagus	N=14	D=2
GSM4735788	GERD	Archaea_Esophagus	FALSE	missing	N=14	D=2
GSM4735789	GERD	Archaea_Esophagus	FALSE	missing	N=14	D=2
GSM4735790	GERD	Archaea_Esophagus	FALSE	missing	N=14	D=2
GSM4735791	GERD	Archaea_Esophagus	FALSE	missing	N=14	D=2
GSM1022678	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1022679	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1022680	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1022681	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1022682	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1022683	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415912	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415913	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415914	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415915	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415916	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415917	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415918	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415919	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415920	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM1415921	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103946	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103947	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103948	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103949	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103950	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103951	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103952	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103953	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103954	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM3103955	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260265	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260266	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260267	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260268	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260269	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260270	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260271	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260272	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260273	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260274	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260275	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4260276	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4735795	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4735797	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4735802	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4735803	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4735804	EoE	Bacteria_Blood	FALSE	missing	N=78	D=1415
GSM4735785	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM4735787	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM4735792	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM4735793	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM4735794	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282507	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282508	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282509	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282510	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282511	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282512	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282513	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282514	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282515	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282516	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282517	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282518	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282519	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282520	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282521	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282522	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282523	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282524	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282525	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282526	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282527	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282528	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282529	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282530	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282531	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282532	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282533	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282534	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282535	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM5282536	EoE	Bacteria_Blood	TRUE	Bacteria_Blood	N=78	D=1415
GSM1022684	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM1022685	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM1022686	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM1022687	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM1022688	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM1022689	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM4735798	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM4735799	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM4735800	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM4735801	GERD	Bacteria_Blood	FALSE	missing	N=14	D=1415
GSM4735788	GERD	Bacteria_Blood	TRUE	Bacteria_Blood	N=14	D=1415
